PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
213369784,19209025,5,2019-10-13T13:00:00,"200 Block Winston St Pittsburgh, PA 15207",N,Hazelwood,4,BURGLARY,3502 Burglary.,1515,5,3,-79.9414656076942,40.4047608456116
213373022,19209172,0,2019-10-13T20:00:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Custody Dispute/Violation,1203,9,2,-79.8981879623688,40.4713865299518
213378542,19209336,0,2019-10-14T01:39:00,"S 18th St Pittsburgh, PA 15203",Y,South Side Flats,3,99,13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 473.07 (a) Hours of Parks 0600-2300 hrs.,1702,3,3,-79.980783323106,40.4250169643556
213441225,19209881,14,2019-10-14T18:59:00,"200 Block N Whitfield St Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,,,0,0
213442661,19210017,14,2019-10-14T21:20:00,"7200 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1303,9,2,-79.8969956274934,40.4555186499155
213445685,19209706,3,2019-10-14T14:41:00,"300 Block S Main St Pittsburgh, PA 15220",Y,Sheraden,6,ROBBERY,3701 Robbery. / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License.,2019,7,2,-79.9579476679689,40.4673830136992
213442121,19209876,14,2019-10-14T18:34:00,"1600 Block Leolyn St Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2902,,,0,0
213604100,19211640,5,2019-10-17T00:45:00,"6300 Block Walnut St Pittsburgh, PA 15206",N,Shadyside,4,BURGLARY,3502 Burglary.,708,8,2,-79.9225137745483,40.4558786090915
213762217,19213366,99,2019-10-19T13:53:00,"1500 Block Woodbine St Pittsburgh, PA 15201",N,Stanton Heights,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1018,7,2,-79.9360865871327,40.4854735903511
213764667,19213484,99,2019-10-19T15:23:00,"100 Block Carver St Pittsburgh, PA 15206",N,Larimer,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1208,,,0,0
213766396,19213535,9,2019-10-19T15:55:00,"300 Block Stanhope St Pittsburgh, PA 15204",N,Esplen,6,FORGERY,4101 Forgery. / 3922 Theft by Deception.,2017,2,5,-80.0560987994453,40.4636361509949
213767258,19213564,10,2019-10-19T17:30:00,"100 Block Stoebner Way Pittsburgh, PA 15206",N,Larimer,5,HARRASSMENT,2709(a) Harassment.,1204,,,0,0
213773183,19213740,99,2019-10-19T21:30:00,"Overlook Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9465478584898,40.4349096275899
213773925,19213729,99,2019-10-19T21:41:00,"2700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,ACCIDENTAL FIRE,9018 Accidental Fire,1609,3,3,-79.9674648324776,40.4262070384749
213774711,19213751,99,2019-10-19T22:00:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1303,9,2,-79.8985004674126,40.4578978331942
213784103,19213983,99,2019-10-20T07:59:00,"100 Block Cape May Ave Pittsburgh, PA 15216",Y,Beechview,6,MENTAL 201/302,9498 302 (Mental),1920,4,5,-80.0178101240689,40.4084766853769
213794293,19214196,27,2019-10-20T15:45:00,"Highland Park Brg Ramp & Allegheny River Blvd Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1106,,,0,0
213679408,19212395,18,2019-10-18T03:00:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals.,1702,3,3,-79.9851784256069,40.4286149368858
-3251001859,19212719,99,2019-10-18T14:06:00,"1500 Block Termon Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2701,1,1,-80.0384466890689,40.4827514880319
213782975,19213984,3,2019-10-20T06:15:00,"500 Block Oakwood St Pittsburgh, PA 15221",N,East Hills,5,ROBBERY,3701 Robbery.,1306,9,2,-79.8840865574843,40.4491809229428
213875767,19215155,6,2019-10-21T21:20:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,8,2,-79.9492807240444,40.4525592336086
213882694,19215307,27,2019-10-22T03:15:00,"4300 Block Foster St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9615630500698,40.4715524349536
213941938,19215693,14,2019-10-22T17:12:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,709,7,2,-79.9364623699551,40.4565877817342
213454213,19210210,6,2019-10-14T20:30:00,"700 Block Bryn Mawr Rd Pittsburgh, PA 15219",N,Upper Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,506,6,3,-79.9624932973535,40.4531998154067
213487914,19210414,6,2019-10-15T07:30:00,"400 Block Kathleen St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1807,3,5,-80.001048429048,40.4254873362423
213333263,19208096,6,2019-10-12T10:24:00,"1000 Block Murray Hill Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1402,,,0,0
213335874,19208173,10,2019-10-12T12:30:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2715,,,-79.8836651865202,40.4453528891864
213696799,19212607,99,2019-10-18T11:25:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
213598170,19211476,99,2019-10-16T19:32:00,"100 Block Sweeney Way Pittsburgh, PA 15219",N,Crawford-Roberts,2,ACCIDENTAL FIRE,9018 Accidental Fire,305,6,3,-79.9817338725839,40.4444035391465
213442154,19210014,29,2019-10-14T20:10:00,"100 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1914,2,5,-80.0073760146438,40.4294831107355
213500723,19210447,4,2019-10-15T13:13:00,"100 Block Eloise St Pittsburgh, PA 15212",Y,Central North Side,1,AGG-ASSAULT,2702 Aggravated Assault.,2206,1,1,-80.0078649917232,40.4558942110074
213532834,19210920,18,2019-10-16T01:14:00,"800 Block Brushton Ave Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,1304,9,2,-79.8884409987312,40.4546298092284
213331446,19208028,14,2019-10-12T07:30:00,"700 Block Clarissa St Pittsburgh, PA 15219",N,Upper Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,506,6,3,-79.9615039524958,40.4541797733822
213345105,19208443,27,2019-10-12T20:01:00,"100 Block Belonda St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,,,0,0
213384968,19209422,6,2019-10-14T05:15:00,"1600 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.987472181919,40.4488350628836
213516008,19210607,0,2019-10-14T07:20:00,"Saw Mill Run Blvd & Ivyglen St Pittsburgh, PA 15227",N,Overbrook,3,99,9999 9999 - (Misc. Incident): Non Reportable Accident,3204,4,5,-79.9959360832166,40.3822507639115
213523419,19210709,0,2019-10-15T16:20:00,"Spokane Ave & Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.9898312687237,40.3865524458487
213610177,19211746,10,2019-10-17T05:54:00,"3400 Block Bates St Pittsburgh, PA 15213",Y,Central Oakland,4,SIMPLE ASSAULT,2701 Simple Assault.,406,3,3,-79.9564110525722,40.4351605450064
213371153,19208586,23,2019-10-13T00:30:00,"Walnut St & Bellefonte St Pittsburgh, PA 15232",Y,Shadyside,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,703,8,2,-79.9338521316417,40.4511656999696
213401916,19209551,6,2019-10-13T19:00:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,6,3,-79.9683796165261,40.4465060729526
213404818,19209583,6,2019-10-14T09:00:00,"300 Block Miller St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,305,,,0,0
-3270012044,19209162,0,2019-10-13T19:54:00,"100 Block E Agnew Ave Pittsburgh, PA 15210",N,Carrick,3,99,9998 Overdose Other,2902,4,3,-79.986020737965,40.3952217896607
213427975,19209574,99,2019-10-14T09:53:00,"1400 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1014,7,2,-79.9289792765478,40.481117783448
213335372,19208175,99,2019-10-12T12:50:00,"East St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2304,1,1,-79.9978630758095,40.4539898712231
213376646,19209337,99,2019-10-14T01:39:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,MENTAL 201/302,9504 Lost Property / 9498 302 (Mental),901,7,2,-79.9610801855943,40.4694108081574
213777227,19213829,10,2019-10-20T00:57:00,"600 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,SIMPLE ASSAULT,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2609,1,1,-79.9994473921099,40.4768008945595
213779027,19213900,4,2019-10-20T03:07:00,"3800 Block Mintwood St Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,603,7,2,-79.9612044590788,40.4636838529724
213873444,19215014,10,2019-10-21T09:00:00,"500 Block Boggston Ave Pittsburgh, PA 15210",Y,Beltzhoover,3,HARRASSMENT,2709 Harassment (Non-Specific),1809,3,5,-80.0100485032958,40.4165834514481
213332196,19208071,0,2019-10-12T09:30:00,"1500 Block Overton Ln Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1408,,,0,0
213342654,19208414,99,2019-10-12T20:17:00,"200 Block Shiloh St Pittsburgh, PA 15211",Y,Mount Washington,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1914,2,5,-80.0075755531971,40.4307271111595
213595893,19211404,6,2019-10-16T08:15:00,"Allegheny Ctr Pittsburgh, PA 15233",N,Allegheny West,1,THEFT FROM AUTO,3934 Theft from Vehicle,2201,6,1,-80.01920099732,40.4523726067703
213722551,19212751,17,2019-10-14T23:30:00,"100 Block Beam Way Pittsburgh, PA 15211",Y,Mount Washington,3,OPEN LEWDNESS,5901 Open Lewdness. / 3503.B1II DEF. TRESPASS POSTED,1914,2,5,-80.007415256817,40.4301735984444
213725366,19212786,6,2019-10-18T16:20:00,"1500 Block Howard St Pittsburgh, PA 15212",N,Fineview,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,2509,1,1,-79.9999167823764,40.4589259382759
213726283,19212766,10,2019-10-18T16:00:00,"2000 Block Covert St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709 Harassment (Non-Specific),2901,4,3,-79.9894811641719,40.3941718597858
213732529,19212944,0,2019-10-18T20:00:00,"1200 Block W Sycamore St Pittsburgh, PA 15211",N,Duquesne Heights,3,99,9999 9999 - (Misc. Incident): ,1911,2,5,-80.0195253737354,40.4336556563199
213497835,19210399,99,2019-10-15T12:10:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1303,9,2,-79.8985004674126,40.4578978331942
213528049,19210735,17,2019-10-15T19:25:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
213575989,19210461,11,2019-10-16T12:30:00,"100 Block Shiloh St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT BY DECEPTION,3922 Theft by Deception. / 4106 Access Device Fraud / 4105(a)(1) Bad Checks,1914,,,0,0
213584913,19211309,6,2019-10-16T15:55:00,"1400 Block Rockland Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 2706 Terroristic Threats.",1916,4,5,-80.0203864894071,40.4129931632341
213595353,19211413,10,2019-10-16T17:45:00,"1600 Block Brighton Pl Pittsburgh, PA 15212",N,California-Kirkbride,1,SIMPLE ASSAULT,2701 Simple Assault.,2507,6,1,-80.0169657659041,40.4578827996754
213605263,19211669,99,2019-10-17T01:42:00,"5900 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,ACCIDENTAL FIRE,9018 Accidental Fire,1102,7,2,-79.9197968536325,40.4757237739028
213670527,19212176,14,2019-10-17T19:00:00,"100 Block Saginaw St Pittsburgh, PA 15204",Y,Esplen,6,CRIM MISCHIEF,3304 Criminal Mischief.,2017,2,5,-80.0496658958504,40.4610432352909
213696946,19212587,99,2019-10-18T10:48:00,"50 Block E Amanda Ave Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,3001,3,5,-79.9881352536803,40.4162201643779
-3313002906,19213367,11,2019-10-18T17:00:00,"1000 Block Flemington St Pittsburgh, PA 15217",N,Greenfield,4,THEFT BY DECEPTION,3922 Theft by Deception. / 4106 Access Device Fraud / 4120 Identity Theft / 7611(a)(1) Unlawful Use of a Computer,1517,5,3,-79.9306332651584,40.4272252826617
213762136,19209513,18,2019-10-14T09:48:00,"Frankstown Ave & La Schall St Pittsburgh, PA 15208",Y,Homewood West,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1207,9,2,-79.9060838738512,40.4583284667531
213762452,19209545,14,2019-10-14T10:28:00,"1100 Block Larimer Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.9071578744007,40.4678577653126
213763730,19213483,26,2019-10-19T07:00:00,"200 Block S Fairmount St Pittsburgh, PA 15206",N,Friendship,5,CRIMINAL TRESPASS,3503 Criminal Trespass,807,7,2,-79.9338068865,40.4623353530439
213765887,19213437,9,2019-10-19T14:36:00,"Exchange Way & Garrison Pl Pittsburgh, PA 15222",Y,Central Business District,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 907 Possessing Instruments of Crime. / 903 Criminal Conspiracy.,201,6,6,-79.9972332489247,40.4435987961713
213788847,19214078,10,2019-10-20T12:30:00,"800 Block Collins Ave Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709(a) Harassment.,1106,,,0,0
213799936,19214460,14,2019-10-20T22:10:00,"2400 Block Charcot St Pittsburgh, PA 15210",N,Arlington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1603,3,3,-79.9729208506068,40.4168769290389
213809915,19214574,27,2019-10-21T04:30:00,"100 Block 43rd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,901,7,2,-79.9639234994252,40.4728743674429
213361226,19208883,10,2019-10-13T01:30:00,"1700 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent",1702,3,3,-79.9818723137217,40.4285931755253
213718093,19212689,99,2019-10-18T13:20:00,"1200 Block Denisonview St Pittsburgh, PA 15205",N,Westwood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2811,2,5,-80.0467086202654,40.4356017504391
213718954,19212737,0,2019-10-18T14:53:00,"200 Block Lelia St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1915,2,5,-80.0102731357711,40.4218733133314
213876772,19215184,10,2019-10-21T22:28:00,"Jacksonia St & Monterey St Pittsburgh, PA 15212",N,Central North Side,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2503,6,1,-80.0135384792953,40.4571754859015
213880157,19215199,0,2019-10-21T23:10:00,"700 Block 5th Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,501,6,6,-79.9933558206602,40.4387724574267
213382163,19209401,18,2019-10-14T04:35:00,"Bigelow Blvd & Herron Ave Pittsburgh, PA 15219",Y,Strip District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,203,7,6,-79.9659415928572,40.4557433139963
213662796,19212040,27,2019-10-17T15:50:00,"1300 Block Merryfield St Pittsburgh, PA 15204",N,Crafton Heights,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2814,2,5,-80.0579561480007,40.4481165760134
213786778,19214067,99,2019-10-20T11:25:00,"2300 Block Vodeli St Pittsburgh, PA 15216",N,Beechview,6,AIDED CASE,9497 Aided Case,1920,4,5,-80.0283016421326,40.4025914138323
213869062,19212154,6,2019-10-17T18:00:00,"2600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.9682421893291,40.4272789740558
213896662,19215456,0,2019-10-26T13:00:00,Zone 1,N,,1,99,9999 9999 - (Misc. Incident): Sexually Violent Predator (Community Notification),,,,,
213923154,19215511,10,2019-10-22T13:00:00,"500 Block Mt Pleasant Row Pittsburgh, PA 15214",Y,Northview Heights,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2609,,,0,0
213587862,19211335,6,2019-10-14T08:00:00,"N Negley Ave & Jackson St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102,7,2,-79.9258593035027,40.4724784845616
213659644,19212034,0,2019-10-17T15:25:00,"2900 Block Library Rd Pittsburgh, PA 15234",Y,Overbrook,3,99,9999 9999 - (Misc. Incident): ,3207,4,5,-80.004675496692,40.3758839831538
213662528,19212026,10,2019-10-17T15:45:00,"1800 Block Warriors Rd Pittsburgh, PA 15205",N,Westwood,6,HARRASSMENT,2709 Harassment (Non-Specific),2811,2,5,-80.0492441019199,40.4321084710689
-3313002890,19212342,27,2019-10-18T00:30:00,"5th Ave & De Soto St Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,402,3,3,-79.9578571871105,40.4422187659261
213735169,19212952,99,2019-10-18T20:29:00,"Etola St & Simen Ave Pittsburgh, PA 15212",N,Brighton Heights,1,GAMBLING INVESTIGATION,9130 Graffiti Investigation,2703,1,1,-80.0326875408235,40.4793921795422
213736735,19212967,99,2019-10-18T20:29:00,"Brighton Rd & Nublock St Pittsburgh, PA 15212",N,California-Kirkbride,1,GAMBLING INVESTIGATION,9130 Graffiti Investigation,2507,,,0,0
213505119,19208647,23,2019-10-12T00:34:00,"North Shore Dr & Chuck Noll Way Pittsburgh, PA 15212",Y,North Shore,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages.,2205,1,6,-80.011708863226,40.4458513933124
213772905,19213700,6,2019-10-19T20:32:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,405,,,0,0
213666525,19212145,6,2019-10-17T17:00:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1403,5,3,-79.9228071341134,40.4379109890663
213758377,19213369,5,2019-10-17T23:30:00,"5800 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,706,8,3,-79.9272139178737,40.4500469391345
213766234,19213485,6,2019-10-19T15:23:00,"3300 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,603,7,2,-79.9684179871709,40.46166764765
-3213012351,19210687,6,2019-10-15T18:21:00,"1700 Block Dagmar Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0227445866047,40.4087092558662
213944791,19215664,10,2019-10-22T16:54:00,"700 Block Woods Run Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709 Harassment (Non-Specific) / 2706 Terroristic Threats.,2708,1,1,-80.0259027199719,40.4835103502332
